region,province,province_code,district_name,district,district_code,settlement,settlement_name,pop_group,X,Y,surveys,distinct_settlements
Northern,Faryab,AF29,almar,Almar,AF2904,Ajrem Aumay,ajrem_aumay,all_non_displaced,64.46401,35.97871,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Aow Buz Bala,aow_buz_bala,all_non_displaced,64.60425437,35.57862558,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Aq Masjid/ Aurteq Payin,aq_masjid/_aurteq_payin,all_non_displaced,64.5323,35.61262,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Arteq Bala,arteq_bala,all_non_displaced,64.50361,35.80278,16,1
Northern,Faryab,AF29,almar,Almar,AF2904,Asigh Chashma Shor Khan,asigh_chashma_shor_khan,all_non_displaced,64.54274623,35.6064283,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Bad Bad Afghaniyah,bad_bad_afghaniyah,all_non_displaced,64.39483447,35.90698994,8,1
Northern,Faryab,AF29,almar,Almar,AF2904,Bori Shor Khan,bori_shor_khan,all_non_displaced,64.61676101,35.68522562,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Bukhari Qalah Namay,bukhari_qalah_namay,all_non_displaced,64.44591403,35.89330108,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Chaghtak,chaghtak,all_non_displaced,64.5823,35.881,12,1
Northern,Faryab,AF29,almar,Almar,AF2904,Dabaashi,dabaashi,all_non_displaced,64.58655,35.57897,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Dewana Khana,dewana_khana,all_non_displaced,64.5083,35.8446,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Don Qala,don_qala,all_non_displaced,64.523,35.8355,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Ghalbala Arabia,ghalbala_arabia,all_non_displaced,64.46896525,36.01682256,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Ghalbala Khoshdail,ghalbala_khoshdail,all_non_displaced,64.46419898,35.97292008,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Gow Jan,gow_jan,all_non_displaced,64.53620589,35.52141616,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Halwakhor Bala,halwakhor_bala,all_non_displaced,64.65314107,35.63136469,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Hazara Qeshlaq,hazara_qeshlaq,all_non_displaced,64.5345,35.836,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Hotaki,hotaki,all_non_displaced,64.37861605,35.89951041,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Kaldari,kaldari,all_non_displaced,64.54953,35.59102,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Khwaja Zangi Ghalbala,khwaja_zangi_ghalbala,all_non_displaced,64.3893748,35.97995441,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Kol,kol,all_non_displaced,64.2667,35.8479,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Mirzaha,mirzaha,all_non_displaced,64.6132,35.55842,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Namanzaee,namanzaee,all_non_displaced,64.23889,35.95056,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Petabak,petabak,all_non_displaced,64.44127,35.97573,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Qara Ghouily,qara_ghouily,all_non_displaced,64.50965303,35.8114199,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Qashqa Bala,qashqa_bala,all_non_displaced,64.58605226,35.67625378,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Shoran/ Shaikhan,shoran/_shaikhan,all_non_displaced,64.55916105,35.83760667,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Sofi Abdal,sofi_abdal,all_non_displaced,64.60787438,35.68661133,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Tayghal Dallan,tayghal_dallan,all_non_displaced,64.51178077,35.52326975,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Toor Khel,toor_khel,all_non_displaced,64.35595906,35.96819412,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Turbat,turbat,all_non_displaced,64.4701,35.8861,4,1
Northern,Faryab,AF29,almar,Almar,AF2904,Yaka Khana,yaka_khana,all_non_displaced,64.53335454,35.75767695,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Bazar Qala,bazar_qala,all_non_displaced,64.9032,36.3661,8,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Chaman Qeshlaq,chaman_qeshlaq,all_non_displaced,64.90937333,36.37750247,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Chigh Tay,chigh_tay,all_non_displaced,64.924983,36.44085,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Jaar Qala,jaar_qala,all_non_displaced,64.902,36.3308,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Kharab Char Shaghnow,kharab_char_shaghnow,all_non_displaced,64.8987,36.4538,8,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Kheyrabad,kheyrabad,all_non_displaced,64.8868,36.3751,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Kocha Qala,kocha_qala,all_non_displaced,64.9092,36.3657,8,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Mahdan Shaikh Ha,mahdan_shaikh_ha,all_non_displaced,64.91725078,36.509628,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Majeed Quduq,majeed_quduq,all_non_displaced,65.35965,36.57257,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Mohajeren-E- Quraish,mohajeren_e__quraish,all_non_displaced,64.92509574,36.43649759,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Mullah Abdullah,mullah_abdullah,all_non_displaced,65.19644,36.47394,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Popal Jelawger,popal_jelawger,all_non_displaced,64.87865,36.627883,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Popalzai Haji Ahmad Shah,popalzai_haji_ahmad_shah,all_non_displaced,64.874,36.603933,12,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Rabat,rabat,all_non_displaced,64.87295,36.6461,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Sarangi,sarangi,all_non_displaced,64.89586477,36.56498249,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Shahr Now Markazi Wulluswaly,shahr_now_markazi_wulluswaly,all_non_displaced,64.9005749,36.42138597,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Taheri Abdul Rahman,taheri_abdul_rahman,all_non_displaced,64.84142677,36.46924661,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Taheri Mulla Shah Mahmood (Amin),taheri_mulla_shah_mahmood_amin,all_non_displaced,64.918833,36.366567,4,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Toop Khana Qala,toop_khana_qala,all_non_displaced,64.9195,36.3728,8,1
Northern,Faryab,AF29,dawlat_abad,Dawlat Abad,AF2909,Topkhana Qala Bala,topkhana_qala_bala,all_non_displaced,64.996433,36.462867,8,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Asiyab Bady Shabakhto,asiyab_bady_shabakhto,all_non_displaced,64.9014,35.963,12,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Eidgah,eidgah,all_non_displaced,64.8413,36.0757,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Haji  Muhammad Byamaghli,haji__muhammad_byamaghli,all_non_displaced,64.87645894,36.16899093,12,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Haji Badal/ Abdul Momen/ Haji Karim Yangi Qala,haji_badal/_abdul_momen/_haji_karim_yangi_qala,all_non_displaced,64.853667,36.08235,12,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Jamshidi Kosa Qala,jamshidi_kosa_qala,all_non_displaced,64.85925476,36.07720943,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Jan Mohammad Qara Shikhi,jan_mohammad_qara_shikhi,all_non_displaced,64.885583,36.143083,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Kamozai,kamozai,all_non_displaced,64.86071777,36.12348129,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Kata Qeshlaq Luqman,kata_qeshlaq_luqman,all_non_displaced,64.9845,36.0116,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Khurasan,khurasan,all_non_displaced,64.89342359,36.00170547,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Malaee Qara Shikhi,malaee_qara_shikhi,all_non_displaced,64.88728064,36.14795185,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Morchaghal (1),morchaghal_1,all_non_displaced,65.0888,36.0624,8,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Mulla Dost Mohammad,mulla_dost_mohammad,all_non_displaced,64.843733,36.076,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Nawabad Mochin Khel,nawabad_mochin_khel,all_non_displaced,64.86166427,36.12590413,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Rana Baik Dahi Now,rana_baik_dahi_now,all_non_displaced,64.8465,36.0696,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Shabakhto,shabakhto,all_non_displaced,64.89286,35.97609,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Tapa Qeshlaq Qara Shaikhi,tapa_qeshlaq_qara_shaikhi,all_non_displaced,64.8863,36.141867,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Turkman Qeshlaq,turkman_qeshlaq,all_non_displaced,64.8605,36.1291,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Yangi Deh Naw,yangi_deh_naw,all_non_displaced,64.85428517,36.08745705,4,1
Northern,Faryab,AF29,khwaja_sabz_posh,Khwaja Sabz Posh,AF2903,Yangi Qala,yangi_qala,all_non_displaced,64.8696,36.0935,8,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Bazar Tapa,bazar_tapa,all_non_displaced,64.8812,36.3027,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Berka,berka,all_non_displaced,64.888,36.308833,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Chakozai,chakozai,all_non_displaced,64.77205789,36.35153869,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Faiz Abad,faiz_abad,all_non_displaced,64.8709,36.3022,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Family Hai Sharshar,family_hai_sharshar,all_non_displaced,64.870467,36.28635,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Jalal Zaee,jalal_zaee,all_non_displaced,64.4664,36.2215,12,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Kekarte Qala,kekarte_qala,all_non_displaced,64.85315,36.268667,8,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Koh Sayyad,koh_sayyad,all_non_displaced,64.8575,36.2602,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Kosa Qala,kosa_qala,all_non_displaced,64.881767,36.312133,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Lalk Ya Karkaly,lalk_ya_karkaly,all_non_displaced,65.0178,36.106,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Mahd,mahd,all_non_displaced,64.9491,36.1526,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Markaz Wolluswaly,markaz_wolluswaly,all_non_displaced,64.87399448,36.2867224,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Mulla Hashim Choka Zaee,mulla_hashim_choka_zaee,all_non_displaced,64.87509757,36.22287605,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Qour Qoul,qour_qoul,all_non_displaced,65.0155,36.1905,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Semlik,semlik,all_non_displaced,65.05207149,36.11964394,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Shah Yusuf,shah_yusuf,all_non_displaced,64.95169398,36.31219349,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Shash Tapa,shash_tapa,all_non_displaced,64.8683,36.2487,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Tapa Qala,tapa_qala,all_non_displaced,64.857,36.2494,8,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Tapa Qeshlaq,tapa_qeshlaq,all_non_displaced,64.9860227,36.2521975,4,1
Northern,Faryab,AF29,shirin_tagab,Shirin Tagab,AF2906,Yangiqala Khurd/ Khanaqai Kalan/ Yangiqala Islam *,yangiqala_khurd/_khanaqai_kalan/_yangiqala_islam_*,all_non_displaced,64.86090022,36.23984451,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Abdul Hamid,abdul_hamid,all_non_displaced,66.92528499,32.033304,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Abdul Majid,abdul_majid,all_non_displaced,67.00403115,32.09543444,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Abdul Manaf Kalay,abdul_manaf_kalay,all_non_displaced,67.1909,32.2975,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Alizay Kalay,alizay_kalay,all_non_displaced,67.22494355,32.3748003,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Atiso,atiso,all_non_displaced,66.70106432,32.26239568,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Babagak,babagak,all_non_displaced,66.9281,32.1218,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Bakarzay,bakarzay,all_non_displaced,66.8781,32.0675,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Barkazi,barkazi,all_non_displaced,67.22981129,32.22020232,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Baz Mohammed Village,baz_mohammed_village,all_non_displaced,66.8973,32.0975,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Chawni,chawni,all_non_displaced,66.8377,32.1083,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Chwgho,chwgho,all_non_displaced,66.85072407,32.10537116,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Darwazgi Kalay,darwazgi_kalay,all_non_displaced,66.8035999,32.29110484,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Dori,dori,all_non_displaced,67.20804261,32.2325279,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Garam Ab,garam_ab,all_non_displaced,66.86436,32.09693,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Gool Masjid,gool_masjid,all_non_displaced,66.8975,32.0974,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji  Allah Dad Pump,haji__allah_dad_pump,all_non_displaced,66.892,32.0953,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Abdul Muhammad,haji_abdul_muhammad,all_non_displaced,67.05998,32.18841,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Abdul Satar,haji_abdul_satar,all_non_displaced,66.84617358,32.12790316,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Abdulrahman Kalay,haji_abdulrahman_kalay,all_non_displaced,66.83693697,32.06575723,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Asghar Kalai,haji_asghar_kalai,all_non_displaced,66.8996,32.0904,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Atahullah,haji_atahullah,all_non_displaced,66.85016979,32.13581737,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Buzurg,haji_buzurg,all_non_displaced,66.94951846,32.13532072,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Muhammad Hassan,haji_muhammad_hassan,all_non_displaced,67.2120604,32.30294471,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Muhammad Ikhlas,haji_muhammad_ikhlas,all_non_displaced,66.93630873,32.09898072,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Haji Rahimuddin Kalay,haji_rahimuddin_kalay,all_non_displaced,67.00891,32.1912,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hawali,hawali,all_non_displaced,66.91305731,32.10741304,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hawashenasi,hawashenasi,all_non_displaced,66.90447463,32.11045164,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hawili (Site 2),hawili_site_2,all_non_displaced,66.9034,32.1076,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hazarai,hazarai,all_non_displaced,66.9126,32.1196,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hazari,hazari,all_non_displaced,66.90993,32.11301,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hazrat Masjid,hazrat_masjid,all_non_displaced,66.86727963,32.06481924,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Hikal Shila,hikal_shila,all_non_displaced,67.15503809,32.11861777,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Jahak,jahak,all_non_displaced,67.15559503,32.13031951,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Jahan Kora,jahan_kora,all_non_displaced,66.82674,32.14052,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Jarula,jarula,all_non_displaced,66.8861,32.1488,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Jukhtaran,jukhtaran,all_non_displaced,66.92807,32.10432,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kakaran,kakaran,all_non_displaced,66.887,32.061,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kakaran Kalay ( Haji Mursal ),kakaran_kalay__haji_mursal_,all_non_displaced,66.8243,31.9937,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kakarkhan Kalacha,kakarkhan_kalacha,all_non_displaced,66.83429,32.07856,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kala,kala,all_non_displaced,66.86514,32.1602,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kashani,kashani,all_non_displaced,66.78544285,31.95428311,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kazha Kala,kazha_kala,all_non_displaced,67.06183996,32.20917239,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Keshata Sinak,keshata_sinak,all_non_displaced,66.91883093,32.11432141,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Khal Qdad Khan,khal_qdad_khan,all_non_displaced,67.01348082,32.15851812,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kharwar Yan,kharwar_yan,all_non_displaced,66.8709,32.0683,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kharwarian,kharwarian,all_non_displaced,66.8925,32.0893,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kilak,kilak,all_non_displaced,66.9068,32.0934,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Kochni Hasan Khel,kochni_hasan_khel,all_non_displaced,66.67204905,32.20855221,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Landi Dam Kalay,landi_dam_kalay,all_non_displaced,66.86099,32.07809,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Leekak Street,leekak_street,all_non_displaced,66.908,32.105,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Loar Hasan Khel,loar_hasan_khel,all_non_displaced,66.68922337,32.21005526,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Ludinan,ludinan,all_non_displaced,67.06035156,32.20361047,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mir Faizullah,mir_faizullah,all_non_displaced,66.91165735,32.08217779,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mirwais Mina,mirwais_mina,all_non_displaced,66.8911,32.1034,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mirza Gul Muhammad,mirza_gul_muhammad,all_non_displaced,66.87560065,32.05521092,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mollayan,mollayan,all_non_displaced,67.216,32.2,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mughul Zia,mughul_zia,all_non_displaced,67.05336,32.21612,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mullah Abdul Rauf,mullah_abdul_rauf,all_non_displaced,66.87037647,32.11710109,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mullah Barat Ali,mullah_barat_ali,all_non_displaced,66.87381815,32.04697122,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Mullahuddin,mullahuddin,all_non_displaced,66.95426818,32.12572733,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Musa Khel,musa_khel,all_non_displaced,67.18128996,32.29564649,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Narinak China,narinak_china,all_non_displaced,67.21689537,32.24401754,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Nasri Kalay,nasri_kalay,all_non_displaced,67.17172614,32.2329684,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Naw Abad,naw_abad,all_non_displaced,67.22862189,32.31492703,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Naw Khiz,naw_khiz,all_non_displaced,66.79675,32.0893,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Niyazia,niyazia,all_non_displaced,66.82677968,32.11669484,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Qari Lowdin,qari_lowdin,all_non_displaced,66.77324411,32.29975358,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Qyamudin  Khan,qyamudin__khan,all_non_displaced,67.02930303,32.15763341,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Ramazan Khan Kalay,ramazan_khan_kalay,all_non_displaced,66.91821946,32.03249735,12,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Rasala-e-Shamali,rasala_e_shamali,all_non_displaced,66.8947425,32.10321437,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Resala-e-Junubi,resala_e_junubi,all_non_displaced,66.90862345,32.1032472,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Saadullah Khan Masjid,saadullah_khan_masjid,all_non_displaced,66.91481264,32.11152895,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Sar Asp,sar_asp,all_non_displaced,67.09052,32.23129,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Sarak,sarak,all_non_displaced,66.950972,32.07933962,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Sarak -e- Luwa,sarak__e__luwa,all_non_displaced,66.90124651,32.05932908,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Shado Kalay,shado_kalay,all_non_displaced,66.887,32.0725,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Sharan,sharan,all_non_displaced,66.85054442,32.15045326,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Sheleh,sheleh,all_non_displaced,67.14799,32.12039,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Shin Ghari,shin_ghari,all_non_displaced,66.8801,32.1753,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Shir Muhammad Kalay,shir_muhammad_kalay,all_non_displaced,66.84416,32.07601,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Taghar Kalay,taghar_kalay,all_non_displaced,66.9101,32.1178,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Tana Cah,tana_cah,all_non_displaced,66.9909,32.19558,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Top Dori,top_dori,all_non_displaced,67.23825705,32.16303411,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Tura,tura,all_non_displaced,66.9168,32.1282,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Umar Khel,umar_khel,all_non_displaced,66.99836501,32.15423659,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Zafar Khel,zafar_khel,all_non_displaced,66.9949,32.1726,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Zaitu Khan Kalay,zaitu_khan_kalay,all_non_displaced,66.85841628,32.10410763,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Zarif Manan Landay,zarif_manan_landay,all_non_displaced,66.87237362,32.02847345,8,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Zharanday Kalay,zharanday_kalay,all_non_displaced,67.06749199,32.1986309,4,1
Southern,Zabul,AF26,qalat,Qalat,AF2601,Zurmatyan,zurmatyan,all_non_displaced,66.83543326,32.13803232,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Abpran,abpran,conflict_affected,69.1343,34.2665,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Ahmad Zai Safid Sang,ahmad_zai_safid_sang,conflict_affected,69.13845479,34.28611382,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Akhoundzada Khail,akhoundzada_khail,conflict_affected,69.0238,34.2672,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Bagh Sultan,bagh_sultan,conflict_affected,69.07396207,34.16291534,8,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Baghgi,baghgi,conflict_affected,69.27455184,34.30096496,8,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Bahader Khil,bahader_khil,conflict_affected,69.048246,34.195311,8,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Bai Jan,bai_jan,conflict_affected,69.2581335,34.2718535,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Dag Ya Mohmand,dag_ya_mohmand,conflict_affected,69.11995316,34.24566954,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Dahi Maiyana Hakem Khel,dahi_maiyana_hakem_khel,conflict_affected,69.14781919,34.11543729,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Dara,dara,conflict_affected,69.2787,34.1389,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Dashtak(Loy Kalay),dashtakloy_kalay,conflict_affected,69.222,34.3101,4,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Dih Khalifa Sahib Safid Sang,dih_khalifa_sahib_safid_sang,conflict_affected,69.15401319,34.30095004,8,1
Central,Logar,AF05,mohammad_agha,Mohammad Agha,AF0505,Ghal Dara Ya Guldarah,ghal_dara_ya_guldarah,conflict_affected,69.16955703,34.22403333,4,1
