list_name,name,label::English,label::Dari,label::Pashto,region,province,district,factors,filter
district_list,markaz_e_behsud,Markaz-e-Behsud,???? ?????,???? ?????,,maidan_wardak,,,
district_list,maydan_shahr,Maydan Shahr,????? ???,????? ???,,maidan_wardak,,,
district_list,nerkh,Nerkh,???,???,,maidan_wardak,,,
district_list,sayed_abad,Sayed Abad,??? ????,??? ????,,maidan_wardak,,,
district_list,behsud,Behsud,?????,?????,,nangarhar,,,
district_list,chaparhar,Chaparhar,??? ???,??? ???,,nangarhar,,,
district_list,dara_e_nur,Dara-e-Nur,??? ???,??? ???,,nangarhar,,,
district_list,goshta,Goshta,?????,?????,,nangarhar,,,
district_list,jalalabad,Jalalabad,???? ????,???? ????,,nangarhar,,,
district_list,kama,Kama,????,????,,nangarhar,,,
district_list,kot,Kot,???,???,,nangarhar,,,
district_list,kuz_kunar,Kuz Kunar,??? ???,??? ???,,nangarhar,,,
district_list,lalpur,Lalpur,??? ???,??? ???,,nangarhar,,,
district_list,rodat,Rodat,?????,?????,,nangarhar,,,
district_list,shinwar,Shinwar,??????,??????,,nangarhar,,,
district_list,surkh_rod,Surkh Rod,??? ???,??? ???,,nangarhar,,,
district_list,kang,Kang,???,???,,nimroz,,,
district_list,zaranj,Zaranj,????,????,,nimroz,,,
district_list,parun,Parun,????,????,,nuristan,,,
district_list,mata_khan,Mata Khan,??????,??????,,paktika,,,
district_list,sar_rawzah,Sar Rawzah,??????,??????,,paktika,,,
district_list,sharan,Sharan,???,???,,paktika,,,
district_list,surobi_paktika,Surobi (Paktika),?????  (??????),?????  (??????),,paktika,,,
district_list,urgun,Urgun,?????,?????,,paktika,,,
district_list,yahya_khel,Yahya Khel,??? ???,??? ???,,paktika,,,
district_list,yosuf_khel,Yosuf Khel,???? ???,???? ???,,paktika,,,
district_list,zarghun_shahr,Zarghun Shahr,????? ???,????? ???,,paktika,,,
district_list,samkani,Samkani,?????,?????,,paktya,,,
district_list,lija_ahmad_khel,Lija Ahmad Khel,??? ???? ???,??? ???? ???,,paktya,,,
district_list,sayed_karam,Sayed Karam,??????,??????,,paktya,,,
district_list,zadran,Zadran,?????,?????,,paktya,,,
district_list,gardez,Gardez,?????,?????,,paktya,,,
district_list,ahmadaba,Ahmadaba,???? ???,???? ???,,paktya,,,
district_list,dand_wa_patan,Dand Wa Patan,??? ? ????,??? ? ????,,paktya,,,
district_list,jaji,Jaji,????,????,,paktya,,,
district_list,anawa,Anawa,?????,?????,,panjsher,,,
district_list,bazarak,Bazarak,??????,??????,,panjsher,,,
district_list,dara,Dara,???,???,,panjsher,,,
district_list,khenj,Khenj,???,???,,panjsher,,,
district_list,rukha,Rukha,???,???,,panjsher,,,
district_list,shutul,Shutul,???,???,,panjsher,,,
district_list,paryan,Paryan,?????,?????,,panjsher,,,
district_list,bagram,Bagram,?????,?????,,parwan,,,
district_list,charikar,Charikar,???????,???????,,parwan,,,
district_list,ghorband,Ghorband,??????,??????,,parwan,,,
district_list,jabal_saraj,Jabal Saraj,??? ??????,??? ??????,,parwan,,,
district_list,koh_e_safi,Koh-e-Safi,??? ????,??? ????,,parwan,,,
district_list,shekh_ali,Shekh Ali,??? ???,??? ???,,parwan,,,
district_list,shinwari,Shinwari,???????,???????,,parwan,,,
district_list,surkh_e_parsa,Surkh-e-Parsa,??? ?????,??? ?????,,parwan,,,
district_list,aybak,Aybak,????,????,,samangan,,,
district_list,dara_e_suf_e_bala,Dara-e-Suf-e-Bala,??? ??? ????,??? ??? ????,,samangan,,,
district_list,dara_e_suf_e_payin,Dara-e-Suf-e-Payin,??? ??? ?????,??? ??? ?????,,samangan,,,
district_list,hazrat_e_sultan,Hazrat-e-Sultan,???? ?????,???? ?????,,samangan,,,
district_list,khuram_wa_sarbagh,Khuram Wa Sarbagh,??? ???????,??? ???????,,samangan,,,
district_list,ruy_e_duab,Ruy-e-Duab,??? ?? ??,??? ?? ??,,samangan,,,
district_list,gosfandi,Gosfandi,???????,???????,,sar_e_pul,,,
district_list,sancharak,Sancharak,???????,???????,,sar_e_pul,,,
district_list,sar_e_pul,Sar-e-Pul,?? ??,?? ??,,sar_e_pul,,,
district_list,sayad,Sayad,????,????,,sar_e_pul,,,
district_list,sozmaqala,Sozmaqala,????? ????,????? ????,,sar_e_pul,,,
district_list,baharak,Baharak,????? ,????? ,,takhar,,,
district_list,bangi,Bangi,????,????,,takhar,,,
district_list,chahab,Chahab,??? ??,??? ??,,takhar,,,
district_list,eshkmesh,Eshkmesh,?????,?????,,takhar,,,
district_list,hazar_sumuch,Hazar Sumuch,???? ????,???? ????,,takhar,,,
district_list,khwaja_bahawuddin,Khwaja Bahawuddin,????? ?????????,????? ?????????,,takhar,,,
district_list,khwaja_ghar,Khwaja Ghar,????? ???,????? ???,,takhar,,,
district_list,namak_ab,Namak Ab,??? ??,??? ??,,takhar,,,
district_list,rostaq,Rostaq,?????,?????,,takhar,,,
district_list,taloqan,Taloqan,??????,??????,,takhar,,,
district_list,warsaj,Warsaj,????,????,,takhar,,,
district_list,yangi_qala,Yangi Qala,???? ????,???? ????,,takhar,,,
district_list,tirinkot,Tirinkot,???????,???????,,uruzgan,,,
district_list,qalat,Qalat,????,????,,zabul,,,
district_list,shah_joi,Shah Joi,??? ???,??? ???,,zabul,,,
district_list,tarnak_wa_jaldak,Tarnak Wa Jaldak,???? ? ????,???? ? ????,,zabul,,,
,,,,,,,,,
district_list_origin,argo,Argo,????,????,,badakhshan,,,
district_list_origin,arganj_khwah,Arghanj Khwah,?????????,?????????,,badakhshan,,,
district_list_origin,baharak_badakhshan,Baharak Badakhshan,????? (??????),????? (??????),,badakhshan,,,
district_list_origin,darayem,Darayem,?????,?????,,badakhshan,,,
district_list_origin,darwaz_e_balla,Darwaz-e-Balla,?????,?????,,badakhshan,,,
district_list_origin,darwaz_e_paeen,Darwaz-e-Paeen,????? ????,????? ????,,badakhshan,,,
district_list_origin,eshkashem,Eshkashem,??????,??????,,badakhshan,,,
district_list_origin,faiz_abad_badakhshan,Faiz Abad (Badakhshan),??? ???? (??????),??? ???? (??????),,badakhshan,,,
district_list_origin,jorm,Jorm,???,???,,badakhshan,,,
district_list_origin,keshem,Keshem,???,???,,badakhshan,,,
district_list_origin,khash,Khash,???,???,,badakhshan,,,
district_list_origin,khwahah,Khwahan,??????,??????,,badakhshan,,,
district_list_origin,kofab,Kofab,??? ??,??? ??,,badakhshan,,,
district_list_origin,kohestan_badakhshan,Kohestan (Badakhshan),??????? (??????),??????? (??????),,badakhshan,,,
district_list_origin,koran_wa_monjan,Koran Wa Monjan,???? ??????,???? ??????,,badakhshan,,,
district_list_origin,raghestan,Raghestan,???????,???????,,badakhshan,,,
district_list_origin,shahr_e_buzorg,Shahr-e-Buzorg,??? ????,??? ????,,badakhshan,,,
district_list_origin,shaki,Shaki,???,???,,badakhshan,,,
district_list_origin,shighnan,Shighnan,?????,?????,,badakhshan,,,
district_list_origin,shuhada,Shuhada,????,????,,badakhshan,,,
district_list_origin,tagab_badakhshan,Tagab (Badakhshan),????,????,,badakhshan,,,
district_list_origin,teshkan,Teshkan,?????,?????,,badakhshan,,,
district_list_origin,wakhan,Wakhan,?????,?????,,badakhshan,,,
district_list_origin,warduj,Warduj,?????,?????,,badakhshan,,,
district_list_origin,yaftal_e_sufla,Yaftal-e-Sufla,???? ????,???? ????,,badakhshan,,,
district_list_origin,yamgan,Yamgan,?????,?????,,badakhshan,,,
district_list_origin,yawan,Yawan,?????,?????,,badakhshan,,,
district_list_origin,zebak,Zebak,?????,?????,,badakhshan,,,
district_list_origin,ab_kamari,Ab Kamari,?? ????,?? ????,,badghis,,,
district_list_origin,bala_murghab,Bala Murghab,???? ?????,???? ?????,,badghis,,,
district_list_origin,ghormach,Ghormach,??????,??????,,badghis,,,
district_list_origin,jawand,Jawand,????,????,,badghis,,,
district_list_origin,muqur_badghis,Muqur (Badghis),??? (??????),??? (??????),,badghis,,,
district_list_origin,qadis,Qadis,????,????,,badghis,,,
district_list_origin,qala_e_naw,Qala-e-Naw,???? ??,???? ??,,badghis,,,
district_list_origin,Andarab,Andarab,??????,??????,,baghlan,,,
district_list_origin,baghlan_e_jadid,Baghlan-e-Jadid,????? ????,????? ????,,baghlan,,,
district_list_origin,burka,Burka,?????,?????,,baghlan,,,
district_list_origin,dahana_e_ghori,Dahana-e-Ghori,???? ????,???? ????,,baghlan,,,
district_list_origin,deh_salah,Deh Salah,?? ????,?? ????,,baghlan,,,
district_list_origin,doshi,Doshi,????,????,,baghlan,,,
district_list_origin,fereng_wa_gharu,Fereng Wa Gharu,???? ?????,???? ?????,,baghlan,,,
district_list_origin,guzargah_e_nur,Guzargah-e-Nur,?????? ???,?????? ???,,baghlan,,,
district_list_origin,khinjan,Khinjan,?????,?????,,baghlan,,,
district_list_origin,khost_wa_fereng,Khost Wa Fereng,???? ?????,???? ?????,,baghlan,,,
district_list_origin,khwaja_hejran,Khwaja Hejran,????? ?????,????? ?????,,baghlan,,,
district_list_origin,nahrin,Nahrin,?????,?????,,baghlan,,,
district_list_origin,pul_e_hisar,Pul-e-Hisar,?? ????,?? ????,,baghlan,,,
district_list_origin,pul_e_khumri,Pul-e-Khumri,??????,??????,,baghlan,,,
district_list_origin,tala_wa_barfak,Tala Wa Barfak,???? ?????,???? ?????,,baghlan,,,
district_list_origin,balkh,Balkh,???,???,,balkh,,,
district_list_origin,char_bolak,Char Bolak,??? ????,??? ????,,balkh,,,
district_list_origin,charkent,Charkent,??? ???,??? ???,,balkh,,,
district_list_origin,chemtal,Chemtal,?????,?????,,balkh,,,
district_list_origin,dawlatabad_balkh,Dawlatabad (Balkh),???? ????,???? ????,,balkh,,,
district_list_origin,dehdadi,Dehdadi,??????,??????,,balkh,,,
district_list_origin,kaldar,Kaldar,?????,?????,,balkh,,,
district_list_origin,keshendeh,Keshendeh,?????,?????,,balkh,,,
district_list_origin,khulm,Khulm,???,???,,balkh,,,
district_list_origin,marmul,Marmul,??????,??????,,balkh,,,
district_list_origin,mazar_e_sharif,Mazar-e-Sharif,???? ????,???? ????,,balkh,,,
district_list_origin,nahr_e_shahi,Nahr-e-Shahi,??? ????,??? ????,,balkh,,,
district_list_origin,sharak_e_hayratan,Sharak-e-Hayratan,???? ??????,???? ??????,,balkh,,,
district_list_origin,sholgareh,Sholgareh,??????,??????,,balkh,,,
district_list_origin,shortepa,Shortepa,??? ????,??? ????,,balkh,,,
district_list_origin,zari,Zari,????,????,,balkh,,,
district_list_origin,bamyan,Bamyan,??????,??????,,bamyan,,,
district_list_origin,kahmard,Kahmard,?????,?????,,bamyan,,,
district_list_origin,panjab,Panjab,?????,?????,,bamyan,,,
district_list_origin,sayghan,Sayghan,?????,?????,,bamyan,,,
district_list_origin,shibar,Shibar,????,????,,bamyan,,,
district_list_origin,waras,Waras,??? (???),??? (???),,bamyan,,,
district_list_origin,yakawlang,Yakawlang,???????,???????,,bamyan,,,
district_list_origin,yakawlang_2,Yakawlang No. 2,??????? ???? 2,??????? ???? 3,,bamyan,,,
district_list_origin,ashtarlay,Ashtarlay,??????,??????,,daykundi,,,
district_list_origin,kajran,Kajran,?????,?????,,daykundi,,,
district_list_origin,khadir,Khadir,????,????,,daykundi,,,
district_list_origin,kiti,Kiti,????,????,,daykundi,,,
district_list_origin,miramor,Miramor,???????,???????,,daykundi,,,
district_list_origin,nili,Nili,????,????,,daykundi,,,
district_list_origin,patoo,Patoo,????,????,,daykundi,,,
district_list_origin,sang_e_takht,Sang-e-Takht,??? ???,??? ???,,daykundi,,,
district_list_origin,shahrestan,Shahrestan,???????,???????,,daykundi,,,
district_list_origin,anar_dara,Anar Dara,???? ???,???? ???,,farah,,,
district_list_origin,bakwa,Bakwa,?????,?????,,farah,,,
district_list_origin,bala_buluk,Bala Buluk,???? ????,???? ????,,farah,,,
district_list_origin,farah,Farah,????,????,,farah,,,
district_list_origin,gulistan,Gulistan,??????,??????,,farah,,,
district_list_origin,khak_e_safed,Khak-e-Safed,??? ????,??? ????,,farah,,,
district_list_origin,lash_e_juwayn,Lash-e-Juwayn,??? ????,??? ????,,farah,,,
district_list_origin,pur_chaman,Pur Chaman,??????,??????,,farah,,,
district_list_origin,pushtrod,Pushtrod,??????,??????,,farah,,,
district_list_origin,qala_e_kah,Qala-e-Kah,???? ???,???? ???,,farah,,,
district_list_origin,shibkoh,Shibkoh,??? ???,??? ???,,farah,,,
district_list_origin,almar,Almar,?????,?????,,faryab,,,
district_list_origin,andkhoy,Andkhoy,??????,??????,,faryab,,,
district_list_origin,bilcheragh,Bilcheragh,??????,??????,,faryab,,,
district_list_origin,dawlat_abad,Dawlat Abad,???? ???? (??????),???? ???? (??????),,faryab,,,
district_list_origin,gurzewan,Gurzewan,???????,???????,,faryab,,,
district_list_origin,khan_e_char_bagh,Khan-e-Char Bagh,??? ???????,??? ???????,,faryab,,,
district_list_origin,khwaja_sabz_posh,Khwaja Sabz Posh,????? ??? ???,????? ??? ???,,faryab,,,
district_list_origin,kohistan_faryab,Kohistan (Faryab),??????? (??????),??????? (??????),,faryab,,,
district_list_origin,maymana,Maymana,?????,?????,,faryab,,,
district_list_origin,pashtun_kot,Pashtun Kot,????? ???,????? ???,,faryab,,,
district_list_origin,qaisar,Qaisar,?????,?????,,faryab,,,
district_list_origin,qaram_qul,Qaram Qul,??? ??,??? ??,,faryab,,,
district_list_origin,qurghan,Qurghan,?????,?????,,faryab,,,
district_list_origin,shirin_tagab,Shirin Tagab,???? ????,???? ????,,faryab,,,
district_list_origin,ab_band,Ab Band,?? ???,?? ???,,ghazni,,,
district_list_origin,ajristan,Ajristan,???????,???????,,ghazni,,,
district_list_origin,andar,Andar,????,????,,ghazni,,,
district_list_origin,deh_yak,Deh Yak,?? ??,?? ??,,ghazni,,,
district_list_origin,gelan,Gelan,?????,?????,,ghazni,,,
district_list_origin,ghazni,Ghazni,????,????,,ghazni,,,
district_list_origin,giro,Giro,????,????,,ghazni,,,
district_list_origin,jaghatu_ghazni,Jaghatu (Ghazni),???? (????),???? (????),,ghazni,,,
district_list_origin,jaghuri,Jaghuri,??????,??????,,ghazni,,,
district_list_origin,khwaja_umari,Khwaja Umari,????? ????,????? ????,,ghazni,,,
